,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_179,"ouve au-dessus de l'autre ? N'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE ? EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE ? ET SI L'OBLIGATION, EN HUMILIANT CELUI QUI REÇOIT, DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'A OBLIGÉ ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES, AUSSI CERTAINEMENT QUE la reconnaissance n'est que c","e du service qu'il a rendu--n'EST-CE PAS UNE JOUISSANCE POUR L'ORGUEIL QUE DE S'ÉLEVER AU-DESSUS DE SON SEMBLABLE, EN FAUT-IL D'AUTRE À CELUI QUI OBLIGE, ET SI L'OBLIGATION EN HUMILIANT L'ORGUEIL DE CELUI QUI REÇOIT DEVIENT UN FARDEAU POUR LUI, DE QUEL DROIT LE CONTRAINDRE À LE GARDER ? POURQUOI FAUT-IL QUE JE CONSENTE À ME LAISSER HUMILIER CHAQUE FOIS QUE ME FRAPPENT LES REGARDS DE CELUI QUI M'OBLIGE ? L'INGRATITUDE, AU LIEU D'ÊTRE UN VICE, EST DONC LA VERTU DES ÂMES FIÈRES AUSSI CERTAINEMENT QUE la bienfaisance n'est que cel","(481627, 482093)","(216530, 217002)"
Sade_Infortunes_180,"veille de se rendre à Venise, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT PORTER son or au-delà des monts; il ","ait à la veille de se rendre, SI LES SOMMES CONSIDÉRABLES QU'IL VENAIT DE FAIRE DERNIÈREMENT PASSER EN ESPAGNE, LUI RAPPORTAIENT LES LETTRES DE CHANGE QU'IL ATTENDAIT POUR L'ITALIE, PARCE QU'IL NE VOULAIT POINT APPORTER son or à Venise; il n'y en en","(501385, 501571)","(221829, 222018)"
Sade_Infortunes_181,"ais tout pouvait manquer dans UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION, OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE. SI CADIX ACCEPTAIT SES PIASTRES, ses sequins, ses louis faux,"," Mais tout pouvait manquer en UN INSTANT, ET LA RETRAITE QU'IL MÉDITAIT DÉPENDAIT ABSOLUMENT DE CETTE DERNIÈRE NÉGOCIATION OÙ LA PLUS GRANDE PARTIE DE SES TRÉSORS ÉTAIT COMPROMISE; SI CADIX ACCEPTAIT SES PIASTRES et ses louis faux, et lui env","(501926, 502109)","(222416, 222598)"
Sade_Infortunes_182,"à moi de raisonner ainsi Vers MIDI, ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES; À DEUX HEURES, ON NOUS RATTACHAIT ET L'ON NOUS faisait travailler jusqu'à la",toutes trois vengées. Sur les MIDI ON NOUS DONNAIT DEUX HEURES DE REPOS DONT NOUS PROFITIONS POUR ALLER TOUJOURS SÉPARÉMENT RESPIRER ET DÎNER DANS NOS CHAMBRES; À DEUX HEURES ON NOUS RENCHAÎNAIT ET ON NOUS faisait tourner jusqu'à la nu,"(502586, 502764)","(223009, 223184)"
Sade_Infortunes_183,"esquelles tu puisses implorer QUELQUES DÉDOMMAGEMENTS ? JE NE TE DEMANDE RIEN, JE PRENDS, ET JE NE VOIS PAS QUE, DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE en résulter qu'il me faille a"," desquelles tu puisses exiger QUELQUE DÉDOMMAGEMENT ? JE NE TE DEMANDE RIEN... JE PRENDS ET JE NE VOIS PAS QUE DE CE QUE J'USE D'UN DROIT SUR TOI, IL DOIVE résulter qu'il me faille abst","(504502, 504629)","(224174, 224299)"
Sade_Infortunes_184,"draient m'y contraindre si un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS, PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, doit quelque reconnaissance ","Il vaudrait autant dire qu'un VOLEUR QUI ARRACHE LA BOURSE D'UN HOMME DANS UN BOIS PARCE QU'IL SE TROUVE PLUS FORT QUE LUI, lui doit quelque reconnaissa","(505287, 505380)","(224853, 224945)"
Sade_Infortunes_185,"l en est de même de l'outrage FAIT À UNE FEMME : CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
--Oh monsieur, lui dis-je, ","st de même de l'outrage qu'on FAIT À UNE FEMME, CE PEUT ÊTRE UN TITRE POUR LUI EN FAIRE UN SECOND, MAIS JAMAIS UNE RAISON SUFFISANTE POUR LUI ACCORDER DES DÉDOMMAGEMENTS. 
Dalville qui venait de se s","(505489, 505629)","(225050, 225189)"
Sade_Infortunes_186,"s de deux millions de rentes, SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR : TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Les choses étaient dans cet","c plus d'un million de revenu SANS LES ESPÉRANCES QU'IL POUVAIT CONCEVOIR; TEL ÉTAIT LE NOUVEL EXEMPLE QUE LA PROVIDENCE ME PRÉPARAIT, TELLE ÉTAIT LA NOUVELLE MANIÈRE DONT ELLE VOULAIT ENCORE ME CONVAINCRE QUE LA PROSPÉRITÉ N'ÉTAIT QUE POUR LE CRIME ET L'INFORTUNE POUR LA VERTU. 
Dalville s'apprêta au dépar","(518648, 518897)","(226906, 227154)"
Sade_Infortunes_187,"ément non, Thérèse, tu nous y DÉNONCERAIS. 
--EH BIEN MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE N'Y JAMAIS ALLER, ET POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE; PEUT-ÊTRE N'Y TROUVERAI-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE qu'il y a de plus saint de ne","enoble. 
-- A Grenoble, tu me DÉNONCERAIS. 
--EH BIEN, MONSIEUR, LUI DIS-JE EN ARROSANT SES GENOUX DE MES LARMES, JE VOUS FAIS SERMENT DE N'Y PAS METTRE LES PIEDS; FAITES MIEUX POUR VOUS EN CONVAINCRE, DAIGNEZ ME CONDUIRE AVEC VOUS JUSQU'À VENISE; PEUT-ÊTRE N'Y TROUVERAIS-JE PAS DES CŒURS AUSSI DURS QUE DANS MA PATRIE, ET UNE FOIS QUE VOUS AUREZ BIEN VOULU M'Y RENDRE, JE VOUS JURE SUR TOUT CE que j'ai de plus sacré de ne ","(525322, 525667)","(227515, 227880)"
Sade_Infortunes_188,"e m'écarterai point, Thérèse; LE PAUVRE EST DANS L'ORDRE DE LA NATURE : EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT, MÊME DANS LES CHANGEMENTS QUE NOTRE CIVILISATION APPORTERAIT À SES lois; soulager l'indigent est","ont je ne m'écarterai jamais. LE PAUVRE EST DANS L'ORDRE DE LA NATURE; EN CRÉANT LES HOMMES DE FORCES INÉGALES, ELLE NOUS A CONVAINCUS DU DÉSIR QU'ELLE AVAIT QUE CETTE INÉGALITÉ SE CONSERVÂT MÊME DANS LE CHANGEMENT QUE NOTRE CIVILISATION APPORTERAIT À SES lois. Le pauvre remplace le f","(526234, 526463)","(228320, 228545)"
Sade_Infortunes_189,"ses lois; soulager l'indigent EST ANÉANTIR L'ORDRE ÉTABLI; C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS; C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ; C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE; C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE refuser son secours, et cela ","te l'ai déjà dit, le soulager EST ANÉANTIR L'ORDRE ÉTABLI, C'EST S'OPPOSER À CELUI DE LA NATURE, C'EST RENVERSER L'ÉQUILIBRE QUI EST À LA BASE DE SES PLUS SUBLIMES ARRANGEMENTS. C'EST TRAVAILLER À UNE ÉGALITÉ DANGEREUSE POUR LA SOCIÉTÉ, C'EST ENCOURAGER L'INDOLENCE ET LA FAINÉANTISE, C'EST APPRENDRE AU PAUVRE À VOLER L'HOMME RICHE, QUAND IL PLAIRA À CELUI-CI DE lui refuser son secours, et c","(526490, 526821)","(228615, 228948)"
Sade_Infortunes_190,"s auront mis le pauvre de les OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Cela se peut, Thérèse; c","cours aura mis le pauvre de l'OBTENIR SANS TRAVAIL. 
--OH MONSIEUR, QUE CES PRINCIPES SONT DURS PARLERIEZ-VOUS DE CETTE MANIÈRE, SI VOUS N'AVIEZ PAS TOUJOURS ÉTÉ RICHE ? 
--Il s'en faut bien que je","(526909, 527045)","(229035, 229172)"
Sade_Infortunes_191,es débris de tous ces infâmes PRÉJUGÉS DE L'HOMME; C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES; C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE TROUVAIS DANS MON CHEMIN; C'EST EN ABUSANT DE LA BONNE foi publique; c'est en ruinan," la mienne sur les débris des PRÉJUGÉS DE L'HOMME. C'EST EN ME MOQUANT DES LOIS DIVINES ET HUMAINES, C'EST EN SACRIFIANT TOUJOURS LE FAIBLE QUAND JE LE HEURTAIS DANS MON CHEMIN, C'EST EN ABUSANT DE LA BONNE foi et de la crédulité des au","(527867, 528043)","(229560, 229736)"
Sade_Infortunes_192,"oi publique; c'est en ruinant LE PAUVRE ET VOLANT LE RICHE, QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS; QUE NE M'IMITAIS-TU ? La route étroite de ce temp","é des autres, c'est en minant LE PAUVRE ET VOLANT LE RICHE QUE JE SUIS PARVENU AU TEMPLE ESCARPÉ DE LA DIVINITÉ QUE J'ENCENSAIS. QUE NE M'IMITAIS-TU ? ta fortune a été dans tes m","(528075, 528194)","(229788, 229906)"
Sade_Infortunes_193," consolée de tes sacrifices ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS, PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER, SI TU PEUX, DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE le culte que tu leur as rendu","rifices que tu lui as faits ? IL N'EST PLUS TEMPS, MALHEUREUSE, IL N'EST PLUS TEMPS; PLEURE SUR TES FAUTES, SOUFFRE ET TÂCHE DE TROUVER SI TU PEUX DANS LE SEIN DES FANTÔMES QUE TU RÉVÈRES, CE QUE ta crédulité t'a fait perdre.","(528354, 528521)","(230042, 230207)"
Sade_Infortunes_194," temps d'en faire davantage. 
LE LENDEMAIN, AVANT DE PARTIR, CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE, DONT LES ANNALES DES ANDRONIC, DES NÉRON, des Tibère, des Venceslas ne","èrent enfin de ses outrages. 
LE LENDEMAIN AVANT DE PARTIR CE MALHEUREUX NOUS DONNA UNE NOUVELLE SCÈNE DE CRUAUTÉ ET DE BARBARIE DONT LES ANNALES DES ANDRONICS, DES NÉRONS, des Venceslas et des Tibères","(528971, 529113)","(230652, 230793)"
Sade_Infortunes_195,"ui : il l'avait fait habiller EN CONSÉQUENCE; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL, EN LUI ORDONNANT DE SE METTRE NUE; JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS; MAIS COMME IL N'EN FAUT qu'un certain nombre ici, que","ec lui, il l'avait fait parer EN CONSÉQUENCE; AU MOMENT DE MONTER À CHEVAL, IL LA CONDUIT VERS NOUS. 
--VOILÀ TON POSTE, VILE CRÉATURE, LUI DIT-IL EN LUI ORDONNANT DE SE DÉSHABILLER, JE VEUX QUE MES CAMARADES SE SOUVIENNENT DE MOI EN LEUR LAISSANT POUR GAGE LA FEMME DONT ILS ME CRAIENT LE PLUS ÉPRIS; MAIS COMME IL N'EN FAUT que trois ici... que je vais ","(529272, 529567)","(230933, 231228)"
Sade_Infortunes_196,"va dire au diable que Roland, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE CETTE INFORTUNÉE, QUI N'EXPIRA PAS TOUT DE SUITE, SE DÉBATTIT LONGTEMPS SOUS ses fers : spectacle horrible"," dire au diable que Dalville, LE PLUS RICHE DES SCÉLÉRATS DE LA TERRE, EST CELUI QUI BRAVE LE PLUS INSOLEMMENT ET LA MAIN DU CIEL ET LA SIENNE. 
CETTE INFORTUNÉE QUI N'EXPIRE PAS TOUT DE SUITE SE DÉBAT LONGTEMPS SOUS ses chaînes, spectacle horrib","(529940, 530129)","(231665, 231851)"
Sade_Infortunes_197," d'un sexe faible et délicat, NOUS DIT-IL AVEC BONTÉ; C'EST À DES ANIMAUX À SERVIR CETTE MACHINE : LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL, SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, et me mit, sans rien exiger ","age d'un sexe faible et doux, NOUS DIT-IL AVEC BONTÉ, C'EST À DES ANIMAUX À SERVIR CETTE MACHINE; LE MÉTIER QUE NOUS FAISONS EST ASSEZ CRIMINEL SANS OFFENSER ENCORE L'ÊTRE SUPRÊME PAR DES ATROCITÉS GRATUITES. 
IL NOUS ÉTABLIT DANS LE CHÂTEAU, remit sans aucun intérêt la ","(530467, 530680)","(232396, 232607)"
Sade_Infortunes_198,"mois, Dalville, successeur de ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE : IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE, ET il jouissait de tout le repos","successeur de Dalville, nommé ROLAND, NOUS APPRIT L'HEUREUSE ARRIVÉE DE SON CONFRÈRE À VENISE; IL Y ÉTAIT ÉTABLI, IL Y AVAIT RÉALISÉ SA FORTUNE ET y jouissait de toute la prosp","(531043, 531161)","(233005, 233121)"
Sade_Infortunes_199,"on : c'en était plus qu'il ne FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. 
UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE LE TRAVAIL, QUOIQUE CRIMINEL, S'Y FAISAIT pourtant avec gaieté, les por","ête, c'en était plus qu'il en FALLAIT POUR ÊTRE PROMPTEMENT ÉCRASÉ. UN JOUR QUE TOUT ÉTAIT TRANQUILLE AU CHÂTEAU, QUE SOUS LES LOIS DE CE BON MAÎTRE, LE TRAVAIL QUOIQUE CRIMINEL S'Y FAISAIT aisément et avec plaisir, tou","(531396, 531557)","(233311, 233470)"
Sade_Infortunes_200," les portes furent enfoncées, LES FOSSÉS ESCALADÉS, ET LA MAISON, AVANT QUE NOS GENS AIENT LE TEMPS DE SONGER À LEUR DÉFENSE, SE TROUVE REMPLIE DE PLUS DE SOIXANTE CAVALIERS de la maréchaussée. Il fallut","au défaut de passage du pont, LES FOSSÉS S'ESCALADENT, ET LA MAISON, AVANT QUE NOS GENS AIENT LE TEMPS DE SONGER À LEUR DÉFENSE, SE TROUVE REMPLIE DE PLUS DE CENT CAVALIERS de maréchaussée. Il fallut se","(531609, 531752)","(233563, 233705)"
Sade_Infortunes_201,"me, comme vous êtes trompeurs LE PROCÈS DES FAUX-MONNAYEURS FUT BIENTÔT JUGÉ,; TOUS FURENT CONDAMNÉS À ÊTRE PENDUS. LORSQU'ON VIT LA MARQUE QUE JE PORTAIS, ON S'ÉVITA PRESQUE LA PEINE DE M'INTERROGER, ET J'ALLAIS ÊTRE TRAITÉE COMME LES AUTRES, QUAND J'ESSAYAI D'OBTENIR ENFIN QUELQUE PITIÉ DU MAGISTRAT FAMEUX, HONNEUR DE CE TRIBUNAL, JUGE INTÈGRE, CITOYEN CHÉRI, PHILOSOPHE ÉCLAIRÉ, DONT LA SAGESSE et la bienfaisance graveront ","onheur devait naître pour moi LE PROCÈS DES FAUX MONNAYEURS FUT BIENTÔT JUGÉ, TOUS FURENT CONDAMNÉS À ÊTRE PENDUS. LORSQU'ON VIT LA MARQUE QUE JE PORTAIS, ON S'ÉVITA PRESQUE LA PEINE DE M'INTERROGER ET J'ALLAIS ÊTRE CONDAMNÉE COMME LES AUTRES, QUAND J'ESSAYAI D'OBTENIR ENFIN QUELQUE PITIÉ DU MAGISTRAT FAMEUX, HONNEUR DE CE TRIBUNAL, JUGE INTÈGRE, CITOYEN CHÉRI, PHILOSOPHE ÉCLAIRÉ, DONT LA BIENFAISANCE et l'humanité graveront au te","(532156, 532525)","(233972, 234346)"
Sade_Infortunes_202,"t'offre, en faisant connaître TON CŒUR, SERA TOUJOURS LA PLUS DOUCE JOUISSANCE DU SIEN. 
M. S*** DEVINT MON AVOCAT LUI-MÊME; MES PLAINTES FURENT ENTENDUES, et sa mâle éloquence éclaira","t qu'elle t'offre en honorant TON CŒUR SERA TOUJOURS LA PLUS DOUCE JOUISSANCE DU SIEN. M. S. DEVINT MON AVOCAT LUI-MÊME, MES PLAINTES FURENT ENTENDUES, mes gémissements trouvèrent ","(532921, 533045)","(234733, 234853)"
Sade_Infortunes_203,"hargée d'accusation, avec une ENTIÈRE LIBERTÉ DE DEVENIR CE QUE JE VOUDRAIS. MON PROTECTEUR JOIGNIT À CES SERVICES CELUI DE ME FAIRE OBTENIR UNE QUÊTE QUI ME VALUT PLUS de cinquante louis; enfin je ",e d'accusation avec pleine et ENTIÈRE LIBERTÉ DE DEVENIR CE QUE JE VOUDRAIS. MON PROTECTEUR JOIGNIT À CES SERVICES CELUI DE ME FAIRE OBTENIR UNE QUÊTE QUI ME VALUT PRÈS de cent pistoles; je voyais l,"(533308, 533446)","(235247, 235385)"
Sade_Infortunes_204," luire à mes yeux l'aurore du BONHEUR; ENFIN MES PRESSENTIMENTS SEMBLAIENT SE RÉALISER, ET JE ME CROYAIS AU TERME DE MES MAUX, QUAND IL PLUT À LA PROVIDENCE DE ME CONVAINCRE QUE J'EN ÉTAIS ENCORE BIEN LOIN. 
AU SORTIR DE PRISON, JE M'ÉTAIS LOGÉE DANS UNE AUBERGE EN FACE DU PONT DE L'ISÈRE, du côté des faubourgs, où l'","e cent pistoles; je voyais le BONHEUR ENFIN, MES PRESSENTIMENTS SEMBLAIENT SE RÉALISER, ET JE ME CROYAIS AU TERNE DE MES MAUX, QUAND IL PLUT À LA PROVIDENCE DE ME CONVAINCRE QUE J'EN ÉTAIS ENCORE BIEN LOIN. 
AU SORTIR DE PRISON JE M'ÉTAIS LOGÉE DANS UNE AUBERGE EN FACE DU PONT DE L'ISÈRE, où l'on m'avait assurée que ","(533512, 533771)","(235417, 235675)"
Sade_Infortunes_205,"à ce qu'on appelle la table d'HÔTE, LORSQUE JE M'APERÇUS LE SECOND JOUR QUE J'ÉTAIS EXTRÊMEMENT OBSERVÉE PAR UNE GROSSE DAME FORT BIEN MISE, QUI SE FAISAIT DONNER LE TITRE DE BARONNE : À FORCE DE L'EXAMINER À MON TOUR, JE CRUS LA RECONNAÎTRE, NOUS NOUS AVANÇÂMES SIMULTANÉMENT L'UNE VERS l'autre, comme deux personnes","e qu'on appelle la table de l'HÔTE, LORSQUE JE M'APERÇUS LE SECOND JOUR QUE J'ÉTAIS EXTRÊMEMENT OBSERVÉE PAR UNE GROSSE DAME FORT BIEN MISE, QUI SE FAISAIT DONNER LE TITRE DE BARONNE; À FORCE DE L'EXAMINER À MON TOUR, JE CRUS LA RECONNAÎTRE, NOUS NOUS AVANÇÂMES MUTUELLEMENT L'UNE VERS l'autre, nous nous embrassâme","(534145, 534402)","(236028, 236283)"
Sade_Infortunes_206,"ouverte, j'y réponds pourtant AVEC POLITESSE, MAIS J'AVAIS AFFAIRE À LA FEMME LA PLUS FINE ET LA PLUS ADROITE QU'IL Y EÛT EN FRANCE : IL N'Y EUT PAS MOYEN D'ÉCHAPPER. LA DUBOIS ME COMBLA de politesses, elle me dit qu","uverte, je répondis cependant AVEC POLITESSE; MAIS J'AVAIS AFFAIRE À LA FEMME LA PLUS FINE ET LA PLUS ADROITE QU'IL Y EÛT EN FRANCE, IL N'Y EUT PAS MOYEN D'ÉCHAPPER. 
LA DUBOIS ME COMBLA d'honnêtetés, elle me dit qu'","(534731, 534887)","(236642, 236798)"
Sade_Infortunes_207,"prétendait-elle, de ses amis. FAIBLE À MON ORDINAIRE, JE ME LAISSAI CONDUIRE DANS LA CHAMBRE DE CETTE FEMME ET LUI RACONTAI MES MALHEURS. 
--MA CHÈRE AMIE, ME DIT-ELLE EN M'EMBRASSANT ENCORE, SI J'AI DÉSIRÉ DE TE VOIR PLUS INTIMEMENT, C'EST POUR T'APPRENDRE QUE MA FORTUNE EST FAITE, ET QUE TOUT CE QUE J'AI EST À TON SERVICE; REGARDE, ME DIT-ELLE EN M'OUVRANT DES CASSETTES PLEINES D'OR ET DE DIAMANTS, VOILÀ LES FRUITS DE MON INDUSTRIE; SI J'EUSSE ENCENSÉ LA VERTU COMME TOI, JE SERAIS AUJOURD'HUI ENFERMÉE OU PENDUE. 
--Ô MADAME, LUI DIS-JE, SI VOUS NE DEVEZ TOUT CELA QU'À DES CRIMES, LA PROVIDENCE, QUI FINIT TOUJOURS PAR ÊTRE JUSTE, NE VOUS EN LAISSERA PAS JOUIR LONGTEMPS. 
--ERREUR, ME DIT LA DUBOIS, NE T'IMAGINE PAS QUE LA PROVIDENCE FAVORISE TOUJOURS LA VERTU; QU'UN court instant de prospérité n","gnorait que cela me regardât; FAIBLE À MON ORDINAIRE, JE ME LAISSAI CONDUIRE DANS LA CHAMBRE DE CETTE FEMME ET LUI RACONTAI MES MALHEURS. 
--MA CHÈRE AMIE, DIT-ELLE EN M'EMBRASSANT ENCORE, SI J'AI DÉSIRÉ DE TE VOIR PLUS INTIMEMENT, C'EST POUR T'APPRENDRE QUE MA FORTUNE EST FAITE, ET QUE TOUT CE QUE J'AI EST À TON SERVICE. 
REGARDE, ME DIT-ELLE EN M'OUVRANT DES CASSETTES PLEINES D'OR ET DE DIAMANTS, VOILÀ LES FRUITS DE MON INDUSTRIE; SI J'EUSSE ENCENSÉ LA VERTU COMME TOI, JE SERAIS AUJOURD'HUI PENDUE OU ENFERMÉE. 
--OH, MADAME, LUI DIS-JE, SI VOUS NE DEVEZ TOUT CELA QU'À DES CRIMES, LA PROVIDENCE QUI FINIT TOUJOURS PAR ÊTRE JUSTE NE VOUS EN LAISSERA PAS JOUIR LONGTEMPS. 
--ERREUR, ME DIT LA DUBOIS, NE T'IMAGINE PAS QUE LA PROVIDENCE FAVORISE TOUJOURS LA VERTU; QU'UN faible moment de prospérité n","(535162, 535909)","(236931, 237676)"
Sade_Infortunes_208,"st, comme le vice, qu'une des MANIÈRES DE SE CONDUIRE DANS LE MONDE; IL NE S'AGIT DONC PAS DE SUIVRE PLUTÔT L'UN QUE L'AUTRE; IL N'EST QUESTION QUE DE marcher dans la route général","tu n'est comme le vice qu'une MANIÈRE DE SE CONDUIRE DANS LE MONDE; IL NE S'AGIT DONC PAS DE SUIVRE PLUTÔT L'UN QUE L'AUTRE, IL N'EST QUESTION QUE DE frayer la route générale; cel","(536583, 536703)","(238263, 238382)"
Sade_Infortunes_209,"ute générale; celui qui s'en éCARTE A TOUJOURS TORT. DANS UN MONDE ENTIÈREMENT VERTUEUX, JE TE CONSEILLERAIS LA VERTU, PARCE QUE LES RÉCOMPENSES Y ÉTANT ATTACHÉES, LE BONHEUR Y TIENDRAIT INFAILLIBLEMENT : DANS UN MONDE TOTALEMENT CORROMPU, JE NE TE CONSEILLERAI JAMAIS QUE LE VICE. CELUI QUI NE SUIT PAS LA ROUTE DES AUTRES PÉRIT INÉVITABLEMENT; TOUT CE QU'IL RENCONTRE LE HEURTE, ET COMME IL EST LE PLUS FAIBLE, IL FAUT NÉCESSAIREMENT QU'IL SOIT BRISÉ. C'EST EN VAIN QUE LES LOIS VEULENT RÉTABLIR L'ORDRE ET RAMENER LES HOMMES À LA VERTU; TROP PRÉVARICATRICES POUR L'ENTREPRENDRE, trop insuffisantes pour y ré"," route générale; celui qui s'éCARTE A TOUJOURS TORT. DANS UN MONDE ENTIÈREMENT VERTUEUX, JE TE CONSEILLERAIS LA VERTU PARCE QUE LES RÉCOMPENSES Y ÉTANT ATTACHÉES, LE BONHEUR Y TIENDRAIT INFAILLIBLEMENT; DANS UN MONDE TOTALEMENT CORROMPU, JE NE TE CONSEILLERAI JAMAIS QUE LE VICE. CELUI QUI NE SUIT PAS LA ROUTE DES AUTRES PÉRIT INÉVITABLEMENT, TOUT CE QUI LE RENCONTRE LE HEURTE, ET COMME IL EST LE PLUS FAIBLE, IL FAUT NÉCESSAIREMENT QU'IL SOIT BRISÉ. C'EST EN VAIN QUE LES LOIS VEULENT RÉTABLIR L'ORDRE ET RAMENER LES HOMMES À LA VERTU; TROP VICIEUSES POUR L'ENTREPRENDRE, trop faibles pour y réussir,","(536752, 537302)","(238422, 238965)"
